652	2113	4282
653	1927	4069
654	2020	4474
655	1805	3319
656	1787	4501
657	1667	3465
658	1892	3708
659	1742	4278
660	1798	3607
661	2041	4315
662	1754	3581
663	1814	3936
664	1698	4270
665	1695	4191
666	1807	5418
667	1965	4002
668	1619	3850
669	1751	3509
670	1670	4155
671	1984	5180
672	1427	4405
673	2054	4019
674	1875	4079
675	2214	4039
676	1720	4138
677	1415	3108
678	2042	4521
679	1789	4452
680	2022	4191
681	1684	4272
682	1957	4283
683	1636	5387
684	1692	3699
685	1636	3356
686	1876	3859
687	2306	4260
688	1621	4148
689	2146	4365
690	1634	4285
691	1727	3659
692	1674	3862
693	1935	4575
694	1574	4171
695	1744	4079
696	1887	4111
697	1939	3451
698	1638	4198
699	1687	3898
700	1996	4871
701	1899	4370
702	2063	4230
703	2070	4406
704	1710	2946
705	1647	3968
706	1693	3926
707	1569	3286
708	1479	4101
709	1770	3371
710	1794	3692
711	1762	4088
712	1499	3591
713	1910	3392
714	1774	3977
715	2044	5070
716	1830	4075
717	1917	4423
718	1933	4140
719	2112	5375
720	1994	3843
721	2130	4310
722	1899	4316
723	1483	4011
724	2218	4619
725	1870	4202
726	2010	4373
727	1740	3774
728	1594	4808
729	1843	4321
730	2011	4229
731	1502	3490
732	1920	3927
733	2079	4182
734	2021	4565
735	1841	4189
736	2039	4743
737	1706	3783
738	1813	4100
739	1741	3655
740	1976	3700
741	2080	4862
742	1780	3900
743	1587	3253
744	1729	4215
745	2006	4706
746	1822	4640
747	1949	3817
748	2038	4218
749	1683	4410
750	1701	3191
751	1668	4107
752	1315	3545
753	1871	3995
754	1815	4381
755	2047	3881
756	2082	4328
757	1803	3682
758	1878	2955
759	1788	4065
760	1535	4001
761	1521	4211
762	2018	3994
763	1808	4266
764	1899	4396
765	1520	4037
766	2130	3926
767	1990	4174
768	1540	3551
769	1841	4052
770	2354	4397
771	1753	4062
772	1741	4257
773	1971	3820
774	2208	5132
775	1601	4857
776	1896	4027
777	1552	3816
778	1996	4385
779	1978	5141
780	1750	3848
781	1750	3575
782	1937	4010
783	1855	4063
784	1810	4474
785	1635	4762
786	2278	4952
787	1788	4805
788	2068	4143
789	1829	3720
790	1967	3823
791	1746	4342
792	1688	3508
793	2127	4203
794	2021	4315
795	1772	3522
796	1792	3594
797	1943	4119
798	1659	3686
799	1998	2928
800	1843	4532
801	1774	3721
802	1622	4172
803	1797	3853
804	1964	3765
805	1709	3715
806	1632	3742
807	1864	4529
808	2051	3981
809	1767	5021
810	1823	3352
811	1765	3595
812	1969	3944
813	1995	4318
814	1933	3576
815	1915	4867
816	1970	4585
817	1954	3913
818	1985	4188
819	1639	3712
820	1959	4188
821	1712	4153
822	1562	4021
823	2041	4148
824	1402	3978
825	1585	3986
826	1727	4338
827	1659	3847
828	1909	3476
829	1766	3771
830	1769	3775
831	2095	4360
832	1830	3828
833	1652	3664
834	2106	4438
835	1625	3987
836	1657	3691
837	1519	4150
838	1902	4189
839	1705	3992
840	1788	4024
841	1954	4814
842	1758	4465
843	1607	4675
844	2164	4540
845	1918	4283
846	1933	4247
847	2023	3876
848	1746	3740
849	1678	3922
850	1859	4625
851	1758	3617
852	1794	4135
853	2106	5104
854	1546	3613
855	1616	4154
856	1601	4181
857	1666	4334
858	2073	4650
859	1714	3938
860	1680	3328
861	1501	4148
862	1862	3847
863	1954	5895
864	1808	4058
865	2047	3570
866	1998	4037
867	2028	4477
868	2048	5170
869	1885	4165
870	1926	4385
871	1981	3626
872	1728	3501
873	1953	4962
874	1851	4079
875	1714	3872
876	1959	3585
877	1878	3591
878	1871	5072
879	1837	4708
880	1920	4360
881	1952	4466
882	1776	3789
883	1762	4840
884	1979	3296
885	1782	3844
886	1776	4241
887	1953	4550
888	1886	4410
889	1752	4469
890	2184	4117
891	1786	3664
892	1720	4309
893	1628	4125
894	1404	3736
895	1951	4414
896	1850	4278
897	1556	3657
898	1898	2883
899	2179	4028
900	1796	3803
901	1695	2731
902	2022	4195
903	1791	4322
904	1712	4066
905	1746	3861
906	1965	4776
907	1356	3704
908	1853	4118
909	2134	4671
910	2099	4339
911	1733	4212
912	1683	3831
913	1954	3542
914	1909	4488
915	1973	3635
916	2161	3964
917	2170	5183
918	1882	3710
919	2052	3920
920	1768	4205
921	1639	3933
922	1985	4426
923	1953	3846
924	2213	5443
925	1629	3557
926	1986	3456
927	1787	4178
928	1695	3617
929	1952	3946
930	1975	4431
931	2162	4814
932	2020	3820
933	1972	4162
934	1975	3871
935	1540	3970
936	1535	4769
937	1801	3917
938	2146	4674
939	1826	3570
940	1742	3449
941	1901	3529
942	1848	4837
943	2038	3779
944	1853	3748
945	1659	4667
946	2179	4705
947	1807	4283
948	1732	3934
949	1900	3771
950	1844	5177
951	2049	4556
952	1742	4283
953	2072	4198
954	1837	3779
955	1872	4133
956	2298	4526
957	1996	4819
958	1812	4118
959	1357	3717
960	1871	5594
961	2193	4478
962	2079	4106
963	2109	4594
964	2003	3961
965	1896	3691
966	1956	4259
967	2068	4153
968	1788	4454
969	1836	3584
970	1820	4312
971	1930	4402
972	1936	3954
973	1718	3972
974	1556	3847
975	1581	3692
976	1930	4330
977	1906	4591
978	1922	3833
979	1644	4399
980	1985	4062
981	1788	3944
982	1604	4124
983	1918	4639
984	1763	3899
985	1936	4268
986	2018	4244
987	1959	3489
988	1901	4520
989	1760	4598
990	2317	4667
991	1816	4162
992	1664	4214
993	2068	5098
994	1457	3956
995	1919	3549
996	1712	4146
997	1894	3350
998	1688	4238
999	1885	4421
1000	1861	5158
